ID,PA,PB,PC,PD,PE,PF,PG
PR49726,2276868,1103578,693089,462368,254309,215341,164084
PR49727,2276901,1103583,693100,462377,254316,215346,164090
PR49728,2276940,1103588,693109,462386,254322,215351,164096
PR49729,2276970,1103594,693115,462389,254323,215356,164100
PR49730,2276998,1103598,693122,462392,254325,215361,164103
PR49731,2277034,1103604,693130,462396,254327,215366,164107
PR49732,2277069,1103609,693137,462401,254330,215371,164110
PR49733,2277100,1103611,693142,462405,254333,215375,164113
PR49734,2277143,1103619,693151,462413,254337,215380,164117
PR49735,2277198,1103631,693162,462424,254341,215386,164122
PR49736,2277241,1103639,693171,462433,254346,215391,164126
PR49737,2277285,1103649,693181,462441,254350,215396,164130
PR49738,2277328,1103658,693192,462450,254355,215402,164134
PR49739,2277366,1103668,693201,462458,254359,215407,164138
PR49740,2277402,1103679,693211,462465,254363,215412,164142
PR49741,2277437,1103688,693220,462472,254367,215417,164146
PR49742,2277474,1103699,693230,462480,254372,215422,164149
PR49743,2277511,1103709,693240,462488,254376,215427,164153
PR49744,2277548,1103720,693251,462496,254381,215432,164157
PR49745,2277581,1103729,693260,462503,254386,215437,164162
PR49746,2277613,1103737,693270,462509,254390,215442,164166
PR49747,2277647,1103746,693281,462517,254395,215447,164170
PR49748,2277682,1103756,693291,462524,254400,215452,164174
PR49749,2277718,1103765,693303,462532,254405,215458,164179
PR49750,2277750,1103774,693314,462539,254410,215463,164183
PR49751,2277789,1103786,693327,462548,254416,215468,164188
PR49752,2277831,1103800,693340,462557,254422,215474,164193
PR49753,2277865,1103814,693354,462567,254428,215479,164199
PR49754,2277890,1103823,693367,462574,254433,215484,164203
PR49755,2277920,1103837,693381,462584,254439,215490,164209
PR49756,2277948,1103834,693387,462589,254441,215494,164213
PR49757,2277992,1103841,693397,462599,254445,215500,164219
PR49758,2278040,1103858,693407,462608,254448,215507,164224
PR49759,2278092,1103882,693417,462618,254450,215513,164228
PR49760,2278139,1103900,693426,462626,254451,215520,164233
PR49761,2278190,1103922,693435,462635,254453,215526,164237
PR49762,2278238,1103948,693446,462645,254454,215533,164242
PR49763,2278290,1103970,693458,462654,254456,215541,164247
PR49764,2278347,1103991,693469,462663,254458,215549,164252
PR49765,2278392,1104007,693478,462670,254460,215555,164256
PR49766,2278445,1104026,693489,462678,254462,215563,164262
PR49767,2278495,1104040,693501,462688,254467,215569,164266
PR49768,2278546,1104056,693514,462699,254472,215575,164271
PR49769,2278593,1104074,693528,462711,254478,215581,164277
PR49770,2278633,1104087,693541,462721,254484,215586,164283
PR49771,2278672,1104103,693554,462731,254490,215592,164288
PR49772,2278705,1104114,693567,462738,254496,215597,164293
PR49773,2278741,1104128,693580,462748,254502,215603,164298
PR49774,2278769,1104137,693592,462755,254508,215607,164303
PR49775,2278805,1104154,693606,462766,254514,215613,164310
PR49776,2278834,1104166,693620,462775,254520,215619,164315
PR49777,2278866,1104179,693633,462784,254526,215624,164320
PR49778,2278895,1104190,693646,462792,254532,215629,164325
PR49779,2278928,1104205,693660,462803,254538,215635,164331
PR49780,2278961,1104224,693675,462816,254545,215641,164338
PR49781,2278994,1104238,693689,462826,254551,215647,164343
PR49782,2279028,1104254,693702,462836,254557,215652,164349
PR49783,2279079,1104276,693714,462850,254563,215658,164355
PR49784,2279133,1104299,693726,462863,254569,215664,164361
PR49785,2279177,1104317,693737,462874,254574,215669,164365
PR49786,2279227,1104334,693745,462885,254578,215674,164370
PR49787,2279264,1104340,693751,462892,254582,215678,164374
PR49788,2279310,1104347,693759,462901,254585,215684,164379
PR49789,2279379,1104371,693771,462916,254590,215691,164384
PR49790,2279414,1104382,693777,462922,254592,215695,164388
PR49791,2279434,1104383,693779,462924,254593,215699,164390
PR49792,2279472,1104390,693786,462929,254595,215704,164395
PR49793,2279525,1104410,693796,462939,254598,215710,164400
PR49794,2279580,1104428,693806,462949,254601,215717,164406
PR49795,2279626,1104445,693815,462957,254604,215722,164411
PR49796,2279650,1104448,693818,462958,254604,215726,164414
PR49797,2279689,1104460,693826,462964,254606,215731,164418
PR49798,2279742,1104482,693837,462973,254609,215738,164423
PR49799,2279779,1104496,693845,462977,254610,215743,164427
PR49800,2279812,1104506,693851,462981,254612,215748,164430
PR49801,2279850,1104519,693859,462985,254613,215753,164434
PR49802,2279905,1104539,693870,462994,254615,215760,164440
PR49803,2279947,1104555,693878,463000,254617,215765,164445
PR49804,2279980,1104564,693885,463003,254618,215770,164448
PR49805,2280017,1104579,693893,463008,254620,215775,164452
PR49806,2280053,1104590,693900,463011,254621,215780,164455
PR49807,2280087,1104599,693907,463014,254623,215785,164458
PR49808,2280119,1104605,693913,463017,254624,215789,164461
PR49809,2280157,1104616,693919,463021,254626,215794,164463
PR49810,2280198,1104630,693927,463025,254627,215799,164466
PR49811,2280277,1104661,693943,463040,254632,215807,164474
PR49812,2280314,1104672,693949,463045,254634,215812,164477
PR49813,2280363,1104689,693957,463053,254637,215817,164480
PR49814,2280416,1104709,693967,463063,254640,215822,164484
PR49815,2280473,1104733,693977,463074,254643,215827,164487
PR49816,2280524,1104754,693986,463083,254646,215832,164490
PR49817,2280575,1104774,693995,463093,254649,215837,164493
PR49818,2280627,1104796,694004,463103,254651,215842,164496
PR49819,2280676,1104816,694012,463112,254654,215847,164499
PR49820,2280728,1104838,694021,463122,254658,215852,164503
PR49821,2280781,1104860,694031,463132,254661,215857,164506
PR49822,2280833,1104882,694042,463142,254665,215863,164510
PR49823,2280883,1104902,694051,463151,254668,215868,164513
PR49824,2280936,1104923,694062,463161,254672,215873,164517
PR49825,2280986,1104943,694074,463171,254676,215879,164520
PR49826,2281052,1104970,694088,463184,254682,215885,164526
PR49827,2281109,1104992,694101,463195,254688,215891,164530
PR49828,2281171,1105018,694116,463208,254695,215897,164534
PR49829,2281225,1105039,694129,463218,254700,215902,164538
PR49830,2281285,1105063,694143,463230,254706,215908,164543
PR49831,2281337,1105083,694157,463241,254712,215914,164547
PR49832,2281402,1105113,694173,463257,254718,215922,164554
PR49833,2281456,1105135,694187,463268,254724,215928,164559
PR49834,2281498,1105151,694199,463277,254729,215933,164563
PR49835,2281551,1105172,694213,463289,254735,215939,164568
PR49836,2281597,1105191,694226,463299,254740,215945,164573
PR49837,2281645,1105213,694240,463312,254746,215951,164579
PR49838,2281683,1105226,694253,463321,254752,215956,164584
PR49839,2281722,1105242,694267,463331,254757,215962,164590
PR49840,2281757,1105256,694281,463340,254763,215967,164595
PR49841,2281794,1105273,694296,463351,254769,215973,164600
PR49842,2281828,1105289,694311,463361,254775,215979,164606
PR49843,2281859,1105305,694326,463373,254781,215985,164613
PR49844,2281882,1105313,694341,463380,254785,215990,164617
PR49845,2281909,1105329,694356,463390,254792,215996,164623
PR49846,2281928,1105335,694371,463398,254796,216001,164628
PR49847,2281982,1105356,694383,463408,254801,216007,164632
PR49848,2282030,1105375,694394,463418,254805,216012,164635
PR49849,2282080,1105395,694406,463427,254809,216017,164639
PR49850,2282147,1105423,694420,463440,254815,216024,164644
PR49851,2282206,1105447,694434,463452,254821,216029,164649
PR49852,2282260,1105468,694447,463463,254826,216035,164653
PR49853,2282317,1105493,694461,463477,254831,216042,164659
PR49854,2282367,1105517,694476,463491,254838,216048,164666
PR49855,2282412,1105537,694491,463503,254844,216054,164672
PR49856,2282453,1105553,694505,463513,254850,216060,164677
PR49857,2282485,1105569,694520,463524,254856,216066,164683
PR49858,2282511,1105578,694534,463531,254861,216071,164688
PR49859,2282538,1105589,694549,463540,254866,216076,164693
PR49860,2282561,1105599,694564,463548,254871,216082,164698
PR49861,2282581,1105605,694578,463555,254876,216087,164703
PR49862,2282600,1105611,694593,463562,254881,216092,164707
PR49863,2282614,1105617,694608,463569,254885,216097,164712
PR49864,2282631,1105622,694623,463577,254890,216102,164717
PR49865,2282660,1105637,694638,463588,254896,216108,164723
PR49866,2282688,1105646,694652,463597,254901,216113,164727
PR49867,2282719,1105656,694665,463605,254907,216118,164732
PR49868,2282766,1105677,694678,463618,254913,216124,164738
PR49869,2282820,1105700,694692,463633,254920,216130,164744
PR49870,2282871,1105713,694700,463645,254924,216135,164749
PR49871,2282901,1105721,694704,463650,254926,216139,164752
PR49872,2282919,1105726,694719,463657,254931,216144,164757
PR49873,2282949,1105733,694724,463663,254933,216148,164760
PR49874,2282982,1105738,694730,463668,254935,216153,164765
PR49875,2283014,1105745,694735,463672,254936,216158,164770
PR49876,2283020,1105741,694736,463672,254934,216161,164773
PR49877,2283036,1105747,694751,463679,254939,216166,164777
PR49878,2283051,1105752,694766,463686,254944,216171,164782
PR49879,2283066,1105757,694781,463694,254948,216176,164787
PR49880,2283092,1105771,694797,463705,254954,216182,164793
PR49881,2283140,1105786,694807,463716,254960,216187,164798
PR49882,2283181,1105799,694815,463726,254964,216191,164802
PR49883,2283234,1105814,694824,463738,254969,216197,164808
PR49884,2283278,1105822,694831,463748,254973,216201,164812
PR49885,2283312,1105828,694837,463754,254976,216205,164816
PR49886,2283339,1105834,694841,463758,254978,216210,164819
PR49887,2283373,1105844,694846,463763,254979,216214,164823
PR49888,2283396,1105846,694848,463764,254979,216218,164826
PR49889,2283429,1105856,694853,463769,254980,216223,164830
PR49890,2283460,1105863,694857,463772,254980,216228,164834
PR49891,2283480,1105864,694860,463774,254980,216232,164838
PR49892,2283503,1105868,694863,463776,254979,216235,164841
PR49893,2283528,1105878,694866,463780,254979,216240,164846
PR49894,2283538,1105877,694868,463781,254977,216243,164849
PR49895,2283547,1105878,694869,463783,254975,216246,164852
PR49896,2283562,1105885,694872,463785,254974,216250,164855
PR49897,2283576,1105888,694874,463787,254972,216253,164859
PR49898,2283597,1105895,694877,463791,254971,216257,164863
PR49899,2283604,1105893,694879,463791,254969,216260,164865
PR49900,2283608,1105888,694879,463791,254966,216263,164868
PR49901,2283593,1105871,694879,463792,254962,216265,164868
PR49902,2283594,1105863,694880,463792,254959,216267,164870
PR49903,2283607,1105861,694882,463792,254958,216271,164873
PR49904,2283615,1105853,694883,463792,254956,216274,164875
PR49905,2283619,1105837,694884,463792,254955,216276,164877
PR49906,2283640,1105834,694886,463792,254954,216281,164880
PR49907,2283658,1105827,694888,463792,254954,216284,164883
PR49908,2283680,1105825,694892,463792,254954,216288,164886
PR49909,2283715,1105835,694899,463795,254956,216293,164890
PR49910,2283740,1105838,694904,463796,254957,216298,164893
PR49911,2283767,1105841,694908,463797,254958,216302,164896
PR49912,2283806,1105851,694915,463802,254961,216306,164900
PR49913,2283852,1105863,694923,463809,254964,216312,164905
PR49914,2283891,1105871,694930,463814,254967,216316,164909
PR49915,2283923,1105874,694935,463819,254969,216320,164912
PR49916,2283951,1105874,694939,463823,254972,216324,164915
PR49917,2283979,1105875,694944,463828,254975,216328,164919
PR49918,2284012,1105879,694950,463834,254979,216332,164922
PR49919,2284043,1105882,694956,463839,254982,216337,164926
PR49920,2284073,1105884,694961,463845,254985,216341,164930
PR49921,2284102,1105889,694968,463850,254989,216345,164934
PR49922,2284130,1105893,694975,463856,254993,216350,164938
PR49923,2284159,1105898,694983,463861,254998,216354,164942
PR49924,2284188,1105904,694991,463867,255002,216359,164946
PR49925,2284220,1105912,695000,463873,255006,216364,164951
PR49926,2284248,1105914,695006,463878,255010,216368,164954
PR49927,2284279,1105919,695013,463884,255014,216372,164958
PR49928,2284310,1105926,695022,463890,255018,216377,164963
PR49929,2284340,1105933,695031,463896,255023,216382,164967
PR49930,2284369,1105940,695040,463902,255028,216386,164971
PR49931,2284398,1105946,695050,463908,255032,216391,164976
PR49932,2284432,1105955,695061,463915,255037,216396,164980
PR49933,2284466,1105963,695073,463922,255042,216401,164985
PR49934,2284499,1105971,695085,463929,255047,216407,164989
PR49935,2284528,1105979,695096,463936,255052,216411,164994
PR49936,2284557,1105985,695109,463942,255058,216416,164999
PR49937,2284584,1105990,695121,463948,255063,216421,165004
PR49938,2284611,1105996,695135,463954,255069,216426,165009
PR49939,2284639,1106002,695148,463960,255075,216432,165014
PR49940,2284666,1106008,695162,463966,255081,216437,165019
PR49941,2284694,1106014,695176,463973,255087,216442,165024
PR49942,2284722,1106020,695191,463979,255093,216447,165029
PR49943,2284746,1106026,695205,463986,255099,216452,165034
PR49944,2284778,1106034,695216,463993,255104,216457,165039
PR49945,2284808,1106041,695228,463999,255109,216462,165043
PR49946,2284837,1106047,695240,464005,255114,216467,165048
PR49947,2284866,1106053,695252,464012,255119,216472,165053
PR49948,2284895,1106059,695264,464018,255125,216477,165058
PR49949,2284923,1106065,695279,464025,255131,216482,165063
PR49950,2284950,1106072,695293,464031,255136,216488,165067
PR49951,2284983,1106082,695308,464040,255143,216493,165073
PR49952,2285015,1106093,695322,464049,255150,216499,165079
PR49953,2285042,1106102,695336,464056,255156,216504,165084
PR49954,2285065,1106108,695351,464063,255162,216509,165090
PR49955,2285085,1106114,695367,464070,255168,216515,165095
PR49956,2285106,1106122,695382,464077,255174,216520,165101
PR49957,2285130,1106129,695397,464085,255180,216525,165106
PR49958,2285150,1106135,695413,464091,255185,216531,165111
PR49959,2285173,1106143,695429,464099,255192,216536,165117
PR49960,2285195,1106154,695444,464108,255198,216542,165123
PR49961,2285216,1106164,695460,464117,255204,216547,165129
PR49962,2285237,1106173,695476,464125,255210,216553,165135
PR49963,2285256,1106183,695492,464134,255216,216559,165141
PR49964,2285274,1106191,695507,464141,255222,216564,165146
PR49965,2285298,1106204,695523,464151,255229,216570,165152
PR49966,2285332,1106216,695539,464162,255235,216576,165158
PR49967,2285371,1106229,695552,464172,255241,216581,165163
PR49968,2285403,1106239,695563,464180,255247,216586,165167
PR49969,2285451,1106255,695576,464191,255253,216592,165172
PR49970,2285499,1106270,695588,464202,255258,216597,165178
PR49971,2285545,1106283,695598,464212,255263,216602,165183
PR49972,2285597,1106298,695609,464224,255269,216608,165189
PR49973,2285641,1106307,695617,464234,255274,216613,165194
PR49974,2285681,1106315,695623,464243,255278,216617,165198
PR49975,2285716,1106320,695629,464251,255281,216621,165202
PR49976,2285757,1106325,695636,464259,255285,216626,165206
PR49977,2285795,1106329,695643,464266,255288,216631,165211
PR49978,2285845,1106339,695652,464276,255292,216637,165217
PR49979,2285884,1106349,695659,464284,255294,216641,165221
PR49980,2285927,1106361,695666,464291,255297,216647,165226
PR49981,2285976,1106373,695676,464300,255300,216653,165232
PR49982,2286012,1106380,695683,464305,255302,216658,165236
PR49983,2286054,1106392,695691,464311,255304,216663,165241
PR49984,2286091,1106404,695698,464316,255305,216668,165246
PR49985,2286134,1106420,695706,464323,255307,216674,165251
PR49986,2286168,1106430,695712,464326,255307,216679,165255
PR49987,2286194,1106433,695715,464329,255307,216683,165259
PR49988,2286231,1106446,695721,464333,255308,216688,165263
PR49989,2286270,1106459,695728,464338,255309,216693,165267
PR49990,2286313,1106477,695736,464345,255309,216699,165272
PR49991,2286354,1106495,695744,464351,255310,216704,165276
PR49992,2286387,1106508,695751,464356,255311,216709,165280
PR49993,2286439,1106533,695762,464365,255312,216716,165285
PR49994,2286486,1106556,695772,464372,255313,216722,165290
PR49995,2286537,1106581,695782,464380,255314,216729,165295
PR49996,2286595,1106611,695795,464389,255316,216737,165301
PR49997,2286650,1106636,695807,464397,255318,216743,165306
PR49998,2286716,1106670,695821,464408,255321,216752,165315
PR49999,2286796,1106709,695840,464423,255326,216763,165324
PR50000,2286863,1106741,695855,464434,255329,216771,165333
PR50001,2286922,1106768,695867,464442,255331,216779,165339
PR50002,2286974,1106791,695878,464449,255332,216785,165343
PR50003,2287035,1106818,695890,464458,255335,216792,165350
PR50004,2287098,1106845,695903,464468,255337,216799,165356
PR50005,2287158,1106870,695915,464478,255340,216805,165362
PR50006,2287210,1106892,695924,464485,255342,216811,165365
PR50007,2287254,1106909,695932,464491,255344,216815,165368
PR50008,2287307,1106930,695941,464499,255347,216820,165371
PR50009,2287362,1106951,695950,464509,255349,216825,165375
PR50010,2287409,1106968,695958,464517,255352,216830,165378
PR50011,2287457,1106986,695967,464525,255355,216835,165381
PR50012,2287504,1107003,695976,464534,255358,216840,165384
PR50013,2287552,1107021,695986,464543,255361,216845,165388
PR50014,2287600,1107039,695995,464552,255365,216850,165391
PR50015,2287647,1107056,696005,464561,255369,216855,165394
PR50016,2287691,1107072,696015,464569,255373,216860,165398
PR50017,2287737,1107089,696026,464578,255377,216865,165402
PR50018,2287783,1107106,696038,464587,255381,216870,165406
PR50019,2287816,1107118,696052,464596,255386,216876,165411
PR50020,2287847,1107130,696067,464604,255391,216881,165416
PR50021,2287871,1107138,696082,464612,255396,216887,165420
PR50022,2287919,1107155,696091,464621,255399,216892,165424
PR50023,2287966,1107172,696103,464630,255403,216897,165427
PR50024,2288012,1107189,696115,464639,255407,216902,165431
PR50025,2288057,1107205,696126,464648,255412,216907,165435
PR50026,2288101,1107221,696138,464657,255416,216913,165439
PR50027,2288144,1107236,696150,464665,255421,216918,165443
PR50028,2288186,1107250,696162,464674,255426,216923,165447
PR50029,2288229,1107265,696175,464682,255430,216928,165451
PR50030,2288272,1107280,696188,464691,255435,216934,165456
PR50031,2288315,1107294,696201,464700,255440,216939,165460
PR50032,2288359,1107309,696214,464708,255446,216945,165464
PR50033,2288398,1107322,696227,464717,255451,216950,165468
PR50034,2288445,1107340,696235,464725,255454,216955,165472
PR50035,2288492,1107357,696245,464734,255457,216960,165475
PR50036,2288532,1107371,696258,464742,255463,216965,165480
PR50037,2288573,1107385,696271,464751,255468,216970,165484
PR50038,2288613,1107398,696285,464760,255473,216976,165488
PR50039,2288654,1107412,696298,464768,255478,216981,165493
PR50040,2288693,1107425,696312,464777,255483,216986,165497
PR50041,2288740,1107447,696327,464790,255489,216993,165504
PR50042,2288779,1107461,696341,464799,255495,216998,165509
PR50043,2288818,1107476,696355,464809,255500,217004,165513
PR50044,2288853,1107488,696369,464817,255505,217009,165518
PR50045,2288887,1107499,696383,464825,255510,217015,165522
PR50046,2288919,1107509,696397,464833,255515,217020,165527
PR50047,2288950,1107519,696412,464841,255519,217025,165531
PR50048,2288980,1107531,696426,464850,255524,217030,165537
PR50049,2289008,1107543,696441,464858,255530,217036,165542
PR50050,2289038,1107553,696456,464868,255535,217042,165547
PR50051,2289068,1107564,696471,464877,255540,217047,165552
PR50052,2289096,1107575,696487,464886,255545,217053,165557
PR50053,2289120,1107583,696501,464894,255550,217058,165561
PR50054,2289146,1107593,696517,464903,255555,217063,165566
PR50055,2289173,1107605,696533,464913,255560,217069,165572
PR50056,2289195,1107612,696547,464921,255565,217074,165577
PR50057,2289218,1107619,696562,464929,255570,217080,165581
PR50058,2289240,1107626,696577,464937,255574,217085,165586
PR50059,2289262,1107635,696592,464945,255579,217090,165591
PR50060,2289285,1107647,696608,464955,255585,217096,165597
PR50061,2289306,1107654,696623,464963,255590,217101,165601
PR50062,2289331,1107663,696637,464971,255595,217106,165606
PR50063,2289360,1107674,696652,464981,255600,217112,165611
PR50064,2289390,1107683,696666,464989,255605,217117,165616
PR50065,2289426,1107694,696680,464998,255611,217122,165620
PR50066,2289474,1107714,696695,465011,255617,217128,165626
PR50067,2289524,1107733,696708,465024,255623,217134,165632
PR50068,2289572,1107751,696720,465034,255628,217140,165637
PR50069,2289605,1107762,696727,465042,255632,217144,165640
PR50070,2289638,1107772,696734,465050,255636,217148,165643
PR50071,2289693,1107790,696743,465062,255641,217154,165648
PR50072,2289731,1107801,696749,465071,255644,217158,165650
PR50073,2289792,1107821,696760,465083,255648,217164,165655
PR50074,2289860,1107846,696773,465098,255652,217170,165661
PR50075,2289909,1107862,696782,465107,255655,217175,165665
PR50076,2289965,1107882,696792,465118,255659,217181,165669
PR50077,2290021,1107904,696802,465129,255662,217187,165674
PR50078,2290075,1107926,696812,465139,255665,217193,165679
PR50079,2290126,1107945,696821,465148,255668,217198,165684
PR50080,2290178,1107965,696831,465157,255670,217204,165689
PR50081,2290229,1107983,696840,465165,255673,217210,165695
PR50082,2290264,1107994,696847,465170,255675,217215,165698
PR50083,2290299,1108007,696854,465174,255676,217219,165701
PR50084,2290344,1108025,696863,465181,255679,217225,165706
PR50085,2290384,1108040,696871,465186,255681,217230,165710
PR50086,2290408,1108040,696875,465187,255681,217234,165712
PR50087,2290434,1108040,696879,465188,255682,217238,165714
PR50088,2290480,1108059,696888,465196,255684,217244,165719
PR50089,2290502,1108055,696890,465196,255684,217248,165722
PR50090,2290527,1108056,696894,465197,255684,217252,165725
PR50091,2290549,1108054,696897,465197,255684,217256,165727
PR50092,2290571,1108051,696899,465197,255684,217260,165729
PR50093,2290601,1108055,696905,465199,255685,217264,165732
PR50094,2290634,1108061,696910,465201,255686,217268,165734
PR50095,2290669,1108069,696917,465204,255687,217273,165737
PR50096,2290707,1108079,696923,465208,255688,217277,165740
PR50097,2290745,1108091,696930,465212,255690,217282,165742
PR50098,2290785,1108105,696936,465217,255692,217286,165745
PR50099,2290834,1108124,696944,465225,255694,217291,165748
PR50100,2290884,1108143,696953,465234,255697,217296,165751
PR50101,2290935,1108164,696962,465243,255700,217301,165754
PR50102,2290985,1108185,696970,465253,255703,217306,165757
PR50103,2291034,1108205,696979,465262,255706,217311,165760
PR50104,2291083,1108224,696988,465271,255709,217316,165763
PR50105,2291129,1108241,696997,465280,255712,217321,165766
PR50106,2291176,1108258,697006,465289,255716,217326,165770
PR50107,2291221,1108277,697015,465298,255719,217330,165773
PR50108,2291268,1108296,697025,465307,255723,217336,165776
PR50109,2291315,1108315,697035,465316,255727,217341,165780
PR50110,2291360,1108334,697045,465325,255731,217346,165784
PR50111,2291407,1108353,697056,465335,255735,217351,165787
PR50112,2291450,1108370,697066,465344,255739,217356,165791
PR50113,2291493,1108387,697076,465352,255743,217361,165795
PR50114,2291536,1108404,697086,465361,255747,217366,165798
PR50115,2291578,1108421,697097,465370,255751,217371,165802
PR50116,2291620,1108437,697108,465378,255756,217376,165806
PR50117,2291664,1108454,697121,465387,255760,217381,165810
PR50118,2291707,1108470,697133,465397,255765,217386,165814
PR50119,2291751,1108487,697145,465406,255770,217391,165818
PR50120,2291793,1108503,697157,465415,255775,217397,165822
PR50121,2291834,1108519,697169,465424,255780,217402,165826
PR50122,2291876,1108534,697181,465433,255785,217407,165831
PR50123,2291918,1108550,697194,465442,255790,217412,165835
PR50124,2291961,1108566,697207,465451,255795,217418,165839
PR50125,2292003,1108581,697220,465461,255799,217423,165843
PR50126,2292044,1108595,697233,465470,255804,217428,165847
PR50127,2292082,1108608,697246,465479,255809,217434,165851
PR50128,2292116,1108620,697259,465487,255813,217439,165856
PR50129,2292148,1108631,697273,465496,255818,217444,165860
PR50130,2292180,1108642,697286,465504,255822,217449,165864
PR50131,2292209,1108652,697300,465513,255827,217454,165869
PR50132,2292233,1108661,697314,465521,255831,217459,165873
PR50133,2292256,1108669,697328,465529,255835,217464,165878
PR50134,2292277,1108677,697342,465537,255840,217469,165882
PR50135,2292295,1108682,697357,465545,255844,217475,165887
PR50136,2292336,1108696,697370,465554,255849,217480,165891
PR50137,2292376,1108710,697383,465563,255854,217485,165895
PR50138,2292411,1108723,697396,465571,255858,217490,165900
PR50139,2292442,1108734,697410,465580,255863,217495,165904
PR50140,2292475,1108745,697423,465588,255867,217501,165908
PR50141,2292504,1108755,697437,465597,255872,217506,165913
PR50142,2292533,1108765,697451,465606,255876,217511,165917
PR50143,2292559,1108774,697465,465614,255881,217516,165921
PR50144,2292582,1108781,697480,465622,255885,217521,165926
PR50145,2292602,1108787,697495,465630,255889,217526,165931
PR50146,2292621,1108793,697510,465638,255894,217532,165935
PR50147,2292639,1108798,697525,465646,255899,217537,165940
PR50148,2292658,1108803,697541,465654,255903,217542,165945
PR50149,2292675,1108808,697556,465662,255908,217547,165949
PR50150,2292691,1108813,697572,465670,255912,217552,165954
PR50151,2292707,1108817,697587,465678,255917,217557,165959
PR50152,2292723,1108822,697603,465686,255922,217562,165963
PR50153,2292738,1108826,697618,465694,255926,217568,165968
PR50154,2292751,1108830,697634,465702,255931,217573,165973
PR50155,2292765,1108834,697649,465710,255935,217578,165978
PR50156,2292778,1108838,697664,465717,255940,217583,165982
PR50157,2292793,1108842,697680,465726,255944,217588,165987
PR50158,2292813,1108848,697695,465735,255949,217593,165992
PR50159,2292841,1108854,697710,465745,255953,217599,165996
PR50160,2292879,1108864,697725,465757,255957,217604,166000
PR50161,2292922,1108876,697739,465768,255962,217610,166004
PR50162,2292962,1108892,697750,465778,255968,217615,166007
PR50163,2292997,1108906,697760,465787,255973,217620,166011
PR50164,2293036,1108923,697769,465796,255977,217625,166014
PR50165,2293071,1108937,697776,465805,255981,217629,166018
PR50166,2293107,1108951,697783,465813,255985,217633,166021
PR50167,2293149,1108965,697790,465823,255989,217638,166025
PR50168,2293195,1108979,697797,465834,255993,217643,166028
PR50169,2293230,1108989,697802,465843,255996,217647,166030
PR50170,2293292,1109014,697814,465856,255999,217654,166036
PR50171,2293344,1109035,697824,465865,256002,217660,166040
PR50172,2293408,1109064,697836,465878,256005,217667,166047
PR50173,2293488,1109103,697852,465896,256011,217677,166056
PR50174,2293520,1109112,697857,465903,256014,217681,166058
PR50175,2293578,1109134,697867,465915,256018,217687,166063
PR50176,2293626,1109153,697876,465925,256021,217692,166068
PR50177,2293685,1109178,697887,465937,256024,217699,166073
PR50178,2293746,1109205,697899,465950,256027,217706,166078
PR50179,2293827,1109242,697915,465968,256032,217716,166086
PR50180,2293913,1109284,697932,465988,256039,217727,166096
PR50181,2294012,1109336,697958,466012,256049,217740,166107
PR50182,2294121,1109398,697996,466043,256062,217754,166121
PR50183,2294246,1109465,698041,466080,256078,217769,166136
PR50184,2294378,1109536,698089,466118,256093,217784,166151
PR50185,2294497,1109600,698130,466149,256107,217798,166166
PR50186,2294636,1109675,698180,466185,256125,217814,166181
PR50187,2294772,1109749,698229,466219,256142,217829,166197
PR50188,2294913,1109824,698279,466255,256159,217845,166213
PR50189,2295064,1109903,698334,466296,256178,217861,166230
PR50190,2295226,1109987,698392,466339,256199,217878,166248
PR50191,2295385,1110068,698449,466382,256219,217895,166265
PR50192,2295550,1110151,698507,466422,256241,217912,166283
PR50193,2295699,1110230,698560,466457,256262,217926,166298
PR50194,2295825,1110304,698604,466487,256281,217937,166309
PR50195,2295963,1110378,698651,466522,256302,217949,166322
PR50196,2296118,1110454,698704,466561,256324,217963,166338
PR50197,2296273,1110538,698757,466601,256348,217978,166354
PR50198,2296416,1110613,698808,466640,256371,217992,166370
PR50199,2296544,1110685,698857,466677,256394,218006,166384
PR50200,2296638,1110739,698897,466706,256414,218017,166396
PR50201,2296729,1110787,698938,466734,256433,218028,166407
PR50202,2296804,1110822,698966,466754,256446,218035,166415
PR50203,2296884,1110859,698996,466776,256462,218043,166424
PR50204,2296958,1110891,699022,466795,256474,218050,166432
PR50205,2297035,1110927,699047,466814,256489,218058,166440
PR50206,2297111,1110961,699072,466834,256503,218065,166448
PR50207,2297194,1110998,699103,466858,256519,218075,166458
PR50208,2297270,1111031,699127,466877,256533,218082,166466
PR50209,2297341,1111061,699148,466895,256544,218089,166473
PR50210,2297410,1111091,699166,466911,256556,218095,166479
PR50211,2297477,1111119,699182,466927,256566,218102,166485
PR50212,2297542,1111146,699197,466942,256576,218109,166491
PR50213,2297606,1111172,699212,466957,256585,218116,166496
PR50214,2297668,1111197,699227,466971,256594,218122,166501
PR50215,2297724,1111219,699240,466984,256600,218128,166505
PR50216,2297771,1111238,699251,466995,256605,218134,166508
PR50217,2297816,1111256,699262,467007,256609,218140,166512
PR50218,2297860,1111272,699274,467019,256613,218145,166515
PR50219,2297903,1111288,699286,467030,256617,218151,166519
PR50220,2297945,1111304,699298,467042,256621,218157,166523
PR50221,2297979,1111318,699309,467053,256624,218162,166527
PR50222,2298012,1111332,699321,467064,256627,218168,166530
PR50223,2298043,1111345,699333,467075,256630,218173,166534
PR50224,2298073,1111358,699345,467085,256633,218178,166538
