,ID,PA,PB,PC,PD,PE,PF,PG
14264,PR54265,8277368320,9156100,16918410,14868848,18519570,7526589,9100450
14265,PR54266,8278498304,9157384,16920782,14870933,18522194,7527645,9101726
14266,PR54267,8279628288,9158668,16923154,14873018,18524818,7528700,9103002
14267,PR54268,8280758784,9159952,16925526,14875103,18527442,7529756,9104278
14268,PR54269,8281889280,9161236,16927898,14877188,18530066,7530811,9105554
14269,PR54270,8283019776,9162520,16930270,14879273,18532692,7531867,9106830
14270,PR54271,8284150272,9163804,16932642,14881358,18535318,7532922,9108106
14271,PR54272,8285280768,9165088,16935014,14883444,18537944,7533978,9109382
14272,PR54273,8286411264,9166372,16937388,14885530,18540570,7535034,9110659
14273,PR54274,8287541760,9167656,16939762,14887616,18543196,7536090,9111936
14274,PR54275,8288672256,9168940,16942136,14889702,18545822,7537146,9113213
14275,PR54276,8289803264,9170225,16944510,14891788,18548448,7538202,9114490
14276,PR54277,8290934272,9171510,16946884,14893874,18551074,7539258,9115767
14277,PR54278,8292065280,9172795,16949258,14895960,18553700,7540314,9117044
14278,PR54279,8293196288,9174080,16951632,14898047,18556326,7541370,9118321
14279,PR54280,8294327296,9175365,16954006,14900134,18558954,7542426,9119598
14280,PR54281,8295458304,9176650,16956380,14902221,18561582,7543483,9120875
14281,PR54282,8296589312,9177935,16958754,14904308,18564210,7544539,9122152
14282,PR54283,8297720832,9179220,16961128,14906395,18566838,7545596,9123429
14283,PR54284,8298852352,9180505,16963502,14908482,18569466,7546652,9124707
14284,PR54285,8299983872,9181790,16965878,14910569,18572094,7547709,9125985
14285,PR54286,8301115392,9183075,16968254,14912657,18574722,7548766,9127263
14286,PR54287,8302246912,9184361,16970630,14914745,18577350,7549823,9128541
14287,PR54288,8303378432,9185647,16973006,14916833,18579978,7550880,9129819
14288,PR54289,8304509952,9186933,16975382,14918921,18582606,7551937,9131097
14289,PR54290,8305641472,9188219,16977758,14921009,18585234,7552994,9132375
14290,PR54291,8306773504,9189505,16980134,14923097,18587864,7554051,9133653
14291,PR54292,8307905536,9190791,16982510,14925185,18590494,7555108,9134931
14292,PR54293,8309037568,9192077,16984886,14927274,18593124,7556165,9136209
14293,PR54294,8310169600,9193363,16987262,14929363,18595754,7557223,9137487
14294,PR54295,8311301632,9194649,16989638,14931452,18598384,7558280,9138766
14295,PR54296,8312433664,9195935,16992014,14933541,18601014,7559338,9140045
14296,PR54297,8313565696,9197221,16994392,14935630,18603644,7560395,9141324
14297,PR54298,8314698240,9198507,16996770,14937719,18606274,7561453,9142603
14298,PR54299,8315830784,9199794,16999148,14939808,18608904,7562510,9143882
14299,PR54300,8316963328,9201081,17001526,14941898,18611534,7563568,9145161
14300,PR54301,8318095872,9202368,17003904,14943988,18614164,7564626,9146440
14301,PR54302,8319228416,9203655,17006282,14946078,18616796,7565684,9147719
14302,PR54303,8320360960,9204942,17008660,14948168,18619428,7566742,9148998
14303,PR54304,8321493504,9206229,17011038,14950258,18622060,7567800,9150277
14304,PR54305,8322626048,9207516,17013416,14952348,18624692,7568858,9151556
14305,PR54306,8323759104,9208803,17015794,14954438,18627324,7569916,9152836
14306,PR54307,8324892160,9210090,17018172,14956529,18629956,7570975,9154116
14307,PR54308,8326025216,9211377,17020550,14958620,18632588,7572033,9155396
14308,PR54309,8327158272,9212664,17022930,14960711,18635220,7573092,9156676
14309,PR54310,8328291328,9213952,17025310,14962802,18637852,7574150,9157956
14310,PR54311,8329424384,9215240,17027690,14964893,18640484,7575209,9159236
14311,PR54312,8330557440,9216528,17030070,14966984,18643116,7576267,9160516
14312,PR54313,8331690496,9217816,17032450,14969076,18645750,7577326,9161796
14313,PR54314,8332824064,9219104,17034830,14971168,18648384,7578385,9163076
14314,PR54315,8333957632,9220392,17037210,14973260,18651018,7579444,9164356
14315,PR54316,8335091200,9221680,17039590,14975352,18653652,7580503,9165636
14316,PR54317,8336224768,9222968,17041970,14977444,18656286,7581562,9166917
14317,PR54318,8337358336,9224256,17044350,14979536,18658920,7582621,9168198
14318,PR54319,8338491904,9225544,17046730,14981628,18661554,7583680,9169479
14319,PR54320,8339625472,9226832,17049110,14983721,18664188,7584740,9170760
14320,PR54321,8340759040,9228121,17051492,14985814,18666822,7585799,9172041
14321,PR54322,8341893120,9229410,17053874,14987907,18669456,7586859,9173322
14322,PR54323,8343027200,9230699,17056256,14990000,18672092,7587918,9174603
14323,PR54324,8344161280,9231988,17058638,14992093,18674728,7588978,9175884
14324,PR54325,8345295360,9233277,17061020,14994186,18677364,7590037,9177165
14325,PR54326,8346429440,9234566,17063402,14996279,18680000,7591097,9178446
14326,PR54327,8347563520,9235855,17065784,14998373,18682636,7592157,9179727
14327,PR54328,8348697600,9237144,17068166,15000467,18685272,7593217,9181009
14328,PR54329,8349832192,9238433,17070548,15002561,18687908,7594277,9182291
14329,PR54330,8350966784,9239722,17072930,15004655,18690544,7595337,9183573
14330,PR54331,8352101376,9241011,17075312,15006749,18693180,7596397,9184855
14331,PR54332,8353235968,9242301,17077694,15008843,18695816,7597457,9186137
14332,PR54333,8354370560,9243591,17080078,15010937,18698454,7598517,9187419
14333,PR54334,8355505152,9244881,17082462,15013032,18701092,7599577,9188701
14334,PR54335,8356640256,9246171,17084846,15015127,18703730,7600638,9189983
14335,PR54336,8357775360,9247461,17087230,15017222,18706368,7601698,9191265
14336,PR54337,8358910464,9248751,17089614,15019317,18709006,7602759,9192547
14337,PR54338,8360045568,9250041,17091998,15021412,18711644,7603819,9193829
14338,PR54339,8361180672,9251331,17094382,15023507,18714282,7604880,9195111
14339,PR54340,8362315776,9252621,17096766,15025602,18716920,7605941,9196394
14340,PR54341,8363450880,9253911,17099150,15027698,18719558,7607002,9197677
14341,PR54342,8364586496,9255201,17101534,15029794,18722196,7608063,9198960
14342,PR54343,8365722112,9256492,17103918,15031890,18724834,7609124,9200243
14343,PR54344,8366857728,9257783,17106302,15033986,18727474,7610185,9201526
14344,PR54345,8367993344,9259074,17108688,15036082,18730114,7611246,9202809
14345,PR54346,8369128960,9260365,17111074,15038178,18732754,7612307,9204092
14346,PR54347,8370264576,9261656,17113460,15040274,18735394,7613368,9205375
14347,PR54348,8371400192,9262947,17115846,15042371,18738034,7614430,9206658
14348,PR54349,8372536320,9264238,17118232,15044468,18740674,7615491,9207941
14349,PR54350,8373672448,9265529,17120618,15046565,18743314,7616553,9209224
14350,PR54351,8374808576,9266820,17123004,15048662,18745954,7617614,9210508
14351,PR54352,8375944704,9268111,17125390,15050759,18748594,7618676,9211792
14352,PR54353,8377080832,9269402,17127776,15052856,18751234,7619737,9213076
14353,PR54354,8378216960,9270694,17130162,15054954,18753876,7620799,9214360
14354,PR54355,8379353088,9271986,17132548,15057052,18756518,7621861,9215644
14355,PR54356,8380489728,9273278,17134934,15059150,18759160,7622923,9216928
14356,PR54357,8381626368,9274570,17137322,15061248,18761802,7623985,9218212
14357,PR54358,8382763008,9275862,17139710,15063346,18764444,7625047,9219496
14358,PR54359,8383899648,9277154,17142098,15065444,18767086,7626109,9220780
14359,PR54360,8385036288,9278446,17144486,15067542,18769728,7627171,9222064
14360,PR54361,8386172928,9279738,17146874,15069641,18772370,7628234,9223348
14361,PR54362,8387309568,9281030,17149262,15071740,18775012,7629296,9224633
14362,PR54363,8388446720,9282322,17151650,15073839,18777654,7630359,9225918
14363,PR54364,8389583872,9283614,17154038,15075938,18780298,7631421,9227203
14364,PR54365,8390721024,9284907,17156426,15078037,18782942,7632484,9228488
14365,PR54366,8391858176,9286200,17158814,15080136,18785586,7633546,9229773
14366,PR54367,8392995328,9287493,17161202,15082235,18788230,7634609,9231058
14367,PR54368,8394132480,9288786,17163590,15084335,18790874,7635672,9232343
14368,PR54369,8395269632,9290079,17165980,15086435,18793518,7636735,9233628
14369,PR54370,8396407296,9291372,17168370,15088535,18796162,7637798,9234913
14370,PR54371,8397544960,9292665,17170760,15090635,18798806,7638861,9236198
14371,PR54372,8398682624,9293958,17173150,15092735,18801450,7639924,9237483
14372,PR54373,8399820288,9295251,17175540,15094835,18804094,7640987,9238769
14373,PR54374,8400957952,9296544,17177930,15096935,18806740,7642051,9240055
14374,PR54375,8402095616,9297837,17180320,15099036,18809386,7643114,9241341
14375,PR54376,8403233792,9299131,17182710,15101137,18812032,7644178,9242627
14376,PR54377,8404371968,9300425,17185100,15103238,18814678,7645241,9243913
14377,PR54378,8405510144,9301719,17187490,15105339,18817324,7646305,9245199
14378,PR54379,8406648320,9303013,17189880,15107440,18819970,7647368,9246485
14379,PR54380,8407786496,9304307,17192270,15109541,18822616,7648432,9247771
14380,PR54381,8408924672,9305601,17194662,15111642,18825262,7649496,9249057
14381,PR54382,8410062848,9306895,17197054,15113744,18827908,7650560,9250343
14382,PR54383,8411201536,9308189,17199446,15115846,18830554,7651624,9251629
14383,PR54384,8412340224,9309483,17201838,15117948,18833202,7652688,9252916
14384,PR54385,8413478912,9310777,17204230,15120050,18835850,7653752,9254203
14385,PR54386,8414617600,9312071,17206622,15122152,18838498,7654816,9255490
14386,PR54387,8415756288,9313366,17209014,15124254,18841146,7655880,9256777
14387,PR54388,8416894976,9314661,17211406,15126356,18843794,7656944,9258064
14388,PR54389,8418033664,9315956,17213798,15128459,18846442,7658009,9259351
14389,PR54390,8419172864,9317251,17216190,15130562,18849090,7659073,9260638
14390,PR54391,8420312064,9318546,17218582,15132665,18851738,7660138,9261925
14391,PR54392,8421451264,9319841,17220974,15134768,18854386,7661202,9263212
14392,PR54393,8422590464,9321136,17223368,15136871,18857034,7662267,9264499
14393,PR54394,8423729664,9322431,17225762,15138974,18859684,7663332,9265786
14394,PR54395,8424868864,9323726,17228156,15141077,18862334,7664397,9267073
14395,PR54396,8426008064,9325021,17230550,15143181,18864984,7665462,9268361
14396,PR54397,8427147264,9326316,17232944,15145285,18867634,7666527,9269649
14397,PR54398,8428286976,9327611,17235338,15147389,18870284,7667592,9270937
14398,PR54399,8429426688,9328907,17237732,15149493,18872934,7668657,9272225
14399,PR54400,8430566400,9330203,17240126,15151597,18875584,7669722,9273513
14400,PR54401,8431706112,9331499,17242520,15153701,18878234,7670787,9274801
14401,PR54402,8432845824,9332795,17244914,15155806,18880884,7671853,9276089
14402,PR54403,8433985536,9334091,17247308,15157911,18883534,7672918,9277377
14403,PR54404,8435125248,9335387,17249702,15160016,18886184,7673984,9278665
14404,PR54405,8436265472,9336683,17252098,15162121,18888836,7675049,9279953
14405,PR54406,8437405696,9337979,17254494,15164226,18891488,7676115,9281241
14406,PR54407,8438545920,9339275,17256890,15166331,18894140,7677180,9282530
14407,PR54408,8439686144,9340571,17259286,15168436,18896792,7678246,9283819
14408,PR54409,8440826368,9341867,17261682,15170542,18899444,7679312,9285108
14409,PR54410,8441966592,9343164,17264078,15172648,18902096,7680378,9286397
14410,PR54411,8443106816,9344461,17266474,15174754,18904748,7681444,9287686
14411,PR54412,8444247552,9345758,17268870,15176860,18907400,7682510,9288975
14412,PR54413,8445388288,9347055,17271266,15178966,18910052,7683576,9290264
14413,PR54414,8446529024,9348352,17273662,15181072,18912704,7684642,9291553
14414,PR54415,8447669760,9349649,17276058,15183178,18915358,7685709,9292842
14415,PR54416,8448810496,9350946,17278454,15185285,18918012,7686775,9294131
14416,PR54417,8449951232,9352243,17280852,15187392,18920666,7687842,9295420
14417,PR54418,8451091968,9353540,17283250,15189499,18923320,7688908,9296710
14418,PR54419,8452232704,9354837,17285648,15191606,18925974,7689975,9298000
14419,PR54420,8453373952,9356134,17288046,15193713,18928628,7691041,9299290
14420,PR54421,8454515200,9357432,17290444,15195820,18931282,7692108,9300580
14421,PR54422,8455656448,9358730,17292842,15197927,18933936,7693175,9301870
14422,PR54423,8456797696,9360028,17295240,15200035,18936590,7694242,9303160
14423,PR54424,8457938944,9361326,17297638,15202143,18939246,7695309,9304450
14424,PR54425,8459080192,9362624,17300036,15204251,18941902,7696376,9305740
14425,PR54426,8460221440,9363922,17302434,15206359,18944558,7697443,9307030
14426,PR54427,8461363200,9365220,17304832,15208467,18947214,7698510,9308320
14427,PR54428,8462504960,9366518,17307230,15210575,18949870,7699577,9309610
14428,PR54429,8463646720,9367816,17309630,15212683,18952526,7700645,9310901
14429,PR54430,8464788480,9369114,17312030,15214792,18955182,7701712,9312192
14430,PR54431,8465930240,9370412,17314430,15216901,18957838,7702780,9313483
14431,PR54432,8467072000,9371711,17316830,15219010,18960494,7703847,9314774
14432,PR54433,8468213760,9373010,17319230,15221119,18963150,7704915,9316065
14433,PR54434,8469356032,9374309,17321630,15223228,18965808,7705982,9317356
14434,PR54435,8470498304,9375608,17324030,15225337,18968466,7707050,9318647
14435,PR54436,8471640576,9376907,17326430,15227446,18971124,7708118,9319938
14436,PR54437,8472782848,9378206,17328830,15229556,18973782,7709186,9321229
14437,PR54438,8473925120,9379505,17331230,15231666,18976440,7710254,9322520
14438,PR54439,8475067392,9380804,17333630,15233776,18979098,7711322,9323811
14439,PR54440,8476209664,9382103,17336030,15235886,18981756,7712390,9325103
14440,PR54441,8477351936,9383402,17338432,15237996,18984414,7713458,9326395
14441,PR54442,8478494720,9384701,17340834,15240106,18987072,7714527,9327687
14442,PR54443,8479637504,9386001,17343236,15242217,18989732,7715595,9328979
14443,PR54444,8480780288,9387301,17345638,15244328,18992392,7716664,9330271
14444,PR54445,8481923072,9388601,17348040,15246439,18995052,7717732,9331563
14445,PR54446,8483065856,9389901,17350442,15248550,18997712,7718801,9332855
14446,PR54447,8484208640,9391201,17352844,15250661,19000372,7719869,9334147
14447,PR54448,8485351424,9392501,17355246,15252772,19003032,7720938,9335439
14448,PR54449,8486494208,9393801,17357648,15254883,19005692,7722007,9336731
14449,PR54450,8487637504,9395101,17360050,15256995,19008352,7723076,9338023
14450,PR54451,8488780800,9396401,17362452,15259107,19011012,7724145,9339316
14451,PR54452,8489924096,9397701,17364854,15261219,19013674,7725214,9340609
14452,PR54453,8491067392,9399001,17367258,15263331,19016336,7726283,9341902
14453,PR54454,8492210688,9400302,17369662,15265443,19018998,7727352,9343195
14454,PR54455,8493353984,9401603,17372066,15267555,19021660,7728421,9344488
14455,PR54456,8494497280,9402904,17374470,15269667,19024322,7729491,9345781
14456,PR54457,8495640576,9404205,17376874,15271780,19026984,7730560,9347074
14457,PR54458,8496784384,9405506,17379278,15273893,19029646,7731630,9348367
14458,PR54459,8497928192,9406807,17381682,15276006,19032308,7732699,9349660
14459,PR54460,8499072000,9408108,17384086,15278119,19034972,7733769,9350953
14460,PR54461,8500215808,9409409,17386490,15280232,19037636,7734838,9352246
14461,PR54462,8501359616,9410710,17388894,15282345,19040300,7735908,9353539
14462,PR54463,8502503424,9412011,17391298,15284458,19042964,7736978,9354833
14463,PR54464,8503647232,9413312,17393702,15286572,19045628,7738048,9356127
14464,PR54465,8504791552,9414614,17396108,15288686,19048292,7739118,9357421
14465,PR54466,8505935872,9415916,17398514,15290800,19050956,7740188,9358715
14466,PR54467,8507080192,9417218,17400920,15292914,19053620,7741258,9360009
14467,PR54468,8508224512,9418520,17403326,15295028,19056284,7742328,9361303
14468,PR54469,8509368832,9419822,17405732,15297142,19058950,7743399,9362597
14469,PR54470,8510513152,9421124,17408138,15299256,19061616,7744469,9363891
14470,PR54471,8511657472,9422426,17410544,15301371,19064282,7745540,9365185
14471,PR54472,8512801792,9423728,17412950,15303486,19066948,7746610,9366479
14472,PR54473,8513946624,9425030,17415356,15305601,19069614,7747681,9367773
14473,PR54474,8515091456,9426332,17417762,15307716,19072280,7748751,9369068
14474,PR54475,8516236288,9427634,17420168,15309831,19074946,7749822,9370363
14475,PR54476,8517381120,9428937,17422574,15311946,19077612,7750893,9371658
14476,PR54477,8518525952,9430240,17424982,15314061,19080278,7751964,9372953
14477,PR54478,8519670784,9431543,17427390,15316177,19082946,7753035,9374248
14478,PR54479,8520815616,9432846,17429798,15318293,19085614,7754106,9375543
14479,PR54480,8521960960,9434149,17432206,15320409,19088282,7755177,9376838
14480,PR54481,8523106304,9435452,17434614,15322525,19090950,7756248,9378133
14481,PR54482,8524251648,9436755,17437022,15324641,19093618,7757319,9379428
14482,PR54483,8525396992,9438058,17439430,15326757,19096286,7758391,9380723
14483,PR54484,8526542336,9439361,17441838,15328874,19098954,7759462,9382018
14484,PR54485,8527687680,9440664,17444246,15330991,19101622,7760534,9383314
14485,PR54486,8528833024,9441967,17446654,15333108,19104290,7761605,9384610
14486,PR54487,8529978368,9443271,17449062,15335225,19106960,7762677,9385906
14487,PR54488,8531124224,9444575,17451470,15337342,19109630,7763748,9387202
14488,PR54489,8532270080,9445879,17453880,15339459,19112300,7764820,9388498
14489,PR54490,8533415936,9447183,17456290,15341576,19114970,7765892,9389794
14490,PR54491,8534561792,9448487,17458700,15343694,19117640,7766964,9391090
14491,PR54492,8535707648,9449791,17461110,15345812,19120310,7768036,9392386
14492,PR54493,8536853504,9451095,17463520,15347930,19122980,7769108,9393682
14493,PR54494,8537999360,9452399,17465930,15350048,19125650,7770180,9394978
14494,PR54495,8539145728,9453703,17468340,15352166,19128320,7771252,9396274
14495,PR54496,8540292096,9455007,17470750,15354284,19130992,7772325,9397571
14496,PR54497,8541438464,9456311,17473160,15356402,19133664,7773397,9398868
14497,PR54498,8542584832,9457615,17475570,15358521,19136336,7774470,9400165
14498,PR54499,8543731200,9458920,17477980,15360640,19139008,7775542,9401462
14499,PR54500,8544877568,9460225,17480390,15362759,19141680,7776615,9402759
14500,PR54501,8546023936,9461530,17482802,15364878,19144352,7777687,9404056
14501,PR54502,8547170304,9462835,17485214,15366997,19147024,7778760,9405353
14502,PR54503,8548317184,9464140,17487626,15369116,19149696,7779833,9406650
14503,PR54504,8549464064,9465445,17490038,15371235,19152368,7780906,9407947
14504,PR54505,8550610944,9466750,17492450,15373355,19155042,7781979,9409244
14505,PR54506,8551757824,9468055,17494862,15375475,19157716,7783052,9410541
14506,PR54507,8552904704,9469360,17497274,15377595,19160390,7784125,9411839
14507,PR54508,8554051584,9470665,17499686,15379715,19163064,7785198,9413137
14508,PR54509,8555198464,9471970,17502098,15381835,19165738,7786271,9414435
14509,PR54510,8556345344,9473276,17504510,15383955,19168412,7787345,9415733
14510,PR54511,8557492736,9474582,17506922,15386075,19171086,7788418,9417031
14511,PR54512,8558640128,9475888,17509334,15388196,19173760,7789492,9418329
14512,PR54513,8559787520,9477194,17511748,15390317,19176434,7790565,9419627
14513,PR54514,8560934912,9478500,17514162,15392438,19179110,7791639,9420925
14514,PR54515,8562082304,9479806,17516576,15394559,19181786,7792712,9422223
14515,PR54516,8563229696,9481112,17518990,15396680,19184462,7793786,9423521
14516,PR54517,8564377088,9482418,17521404,15398801,19187138,7794860,9424819
14517,PR54518,8565524480,9483724,17523818,15400922,19189814,7795934,9426118
14518,PR54519,8566672384,9485030,17526232,15403044,19192490,7797008,9427417
14519,PR54520,8567820288,9486336,17528646,15405166,19195166,7798082,9428716
14520,PR54521,8568968192,9487643,17531060,15407288,19197842,7799156,9430015
14521,PR54522,8570116096,9488950,17533474,15409410,19200518,7800230,9431314
14522,PR54523,8571264000,9490257,17535888,15411532,19203196,7801305,9432613
14523,PR54524,8572411904,9491564,17538302,15413654,19205874,7802379,9433912
14524,PR54525,8573559808,9492871,17540718,15415777,19208552,7803454,9435211
14525,PR54526,8574707712,9494178,17543134,15417900,19211230,7804528,9436510
14526,PR54527,8575856128,9495485,17545550,15420023,19213908,7805603,9437809
14527,PR54528,8577004544,9496792,17547966,15422146,19216586,7806677,9439108
14528,PR54529,8578152960,9498099,17550382,15424269,19219264,7807752,9440407
14529,PR54530,8579301376,9499406,17552798,15426392,19221942,7808827,9441707
14530,PR54531,8580449792,9500713,17555214,15428515,19224620,7809902,9443007
14531,PR54532,8581598208,9502021,17557630,15430639,19227300,7810977,9444307
14532,PR54533,8582746624,9503329,17560046,15432763,19229980,7812052,9445607
14533,PR54534,8583895040,9504637,17562462,15434887,19232660,7813127,9446907
14534,PR54535,8585043968,9505945,17564878,15437011,19235340,7814202,9448207
14535,PR54536,8586192896,9507253,17567294,15439135,19238020,7815277,9449507
14536,PR54537,8587341824,9508561,17569712,15441259,19240700,7816353,9450807
14537,PR54538,8588490752,9509869,17572130,15443383,19243380,7817428,9452107
14538,PR54539,8589639680,9511177,17574548,15445508,19246060,7818504,9453407
14539,PR54540,8590788608,9512485,17576966,15447633,19248740,7819579,9454707
14540,PR54541,8591937536,9513793,17579384,15449758,19251420,7820655,9456008
14541,PR54542,8593086464,9515101,17581802,15451883,19254102,7821730,9457309
14542,PR54543,8594235392,9516410,17584220,15454008,19256784,7822806,9458610
14543,PR54544,8595384320,9517719,17586638,15456133,19259466,7823882,9459911
14544,PR54545,8596533248,9519028,17589056,15458258,19262148,7824958,9461212
14545,PR54546,8597682176,9520337,17591474,15460384,19264830,7826034,9462513
14546,PR54547,8598832128,9521646,17593892,15462510,19267512,7827110,9463814
14547,PR54548,8599982080,9522955,17596310,15464636,19270194,7828186,9465115
14548,PR54549,8601132032,9524264,17598730,15466762,19272876,7829262,9466416
14549,PR54550,8602281984,9525573,17601150,15468888,19275558,7830339,9467717
14550,PR54551,8603431936,9526882,17603570,15471014,19278242,7831415,9469018
14551,PR54552,8604581888,9528191,17605990,15473140,19280926,7832492,9470320
14552,PR54553,8605731840,9529500,17608410,15475267,19283610,7833568,9471622
14553,PR54554,8606881792,9530810,17610830,15477394,19286294,7834645,9472924
14554,PR54555,8608031744,9532120,17613250,15479521,19288978,7835721,9474226
14555,PR54556,8609181696,9533430,17615670,15481648,19291662,7836798,9475528
14556,PR54557,8610331648,9534740,17618090,15483775,19294346,7837875,9476830
14557,PR54558,8611481600,9536050,17620510,15485902,19297030,7838952,9478132
14558,PR54559,8612631552,9537360,17622930,15488029,19299714,7840029,9479434
14559,PR54560,8613781504,9538670,17625350,15490157,19302400,7841106,9480736
14560,PR54561,8614931456,9539980,17627770,15492285,19305086,7842183,9482038
14561,PR54562,8616081408,9541290,17630192,15494413,19307772,7843260,9483340
14562,PR54563,8617232384,9542600,17632614,15496541,19310458,7844337,9484643
14563,PR54564,8618383360,9543910,17635036,15498669,19313144,7845415,9485946
14564,PR54565,8619534336,9545221,17637458,15500797,19315830,7846492,9487249
14565,PR54566,8620685312,9546532,17639880,15502926,19318516,7847570,9488552
14566,PR54567,8621836288,9547843,17642302,15505055,19321202,7848647,9489855
14567,PR54568,8622987264,9549154,17644724,15507184,19323888,7849725,9491158
14568,PR54569,8624138240,9550465,17647146,15509313,19326576,7850802,9492461
14569,PR54570,8625289216,9551776,17649568,15511442,19329264,7851880,9493764
14570,PR54571,8626440192,9553087,17651990,15513571,19331952,7852958,9495067
14571,PR54572,8627591168,9554398,17654412,15515700,19334640,7854036,9496370
14572,PR54573,8628742144,9555709,17656834,15517830,19337328,7855114,9497673
14573,PR54574,8629893120,9557020,17659258,15519960,19340016,7856192,9498977
14574,PR54575,8631044096,9558331,17661682,15522090,19342704,7857270,9500281
14575,PR54576,8632195072,9559643,17664106,15524220,19345392,7858348,9501585
14576,PR54577,8633346048,9560955,17666530,15526350,19348080,7859427,9502889
14577,PR54578,8634497024,9562267,17668954,15528480,19350768,7860505,9504193
14578,PR54579,8635649024,9563579,17671378,15530610,19353458,7861584,9505497
14579,PR54580,8636801024,9564891,17673802,15532741,19356148,7862662,9506801
14580,PR54581,8637953024,9566203,17676226,15534872,19358838,7863741,9508105
14581,PR54582,8639105024,9567515,17678650,15537003,19361528,7864819,9509409
14582,PR54583,8640257024,9568827,17681074,15539134,19364218,7865898,9510713
14583,PR54584,8641409024,9570139,17683498,15541265,19366908,7866977,9512017
14584,PR54585,8642561024,9571451,17685922,15543396,19369598,7868056,9513321
14585,PR54586,8643713024,9572763,17688348,15545527,19372288,7869135,9514626
14586,PR54587,8644865024,9574075,17690774,15547659,19374978,7870214,9515931
14587,PR54588,8646017024,9575388,17693200,15549791,19377668,7871293,9517236
14588,PR54589,8647169024,9576701,17695626,15551923,19380360,7872372,9518541
14589,PR54590,8648321024,9578014,17698052,15554055,19383052,7873451,9519846
14590,PR54591,8649473024,9579327,17700478,15556187,19385744,7874530,9521151
14591,PR54592,8650625024,9580640,17702904,15558319,19388436,7875610,9522456
14592,PR54593,8651777024,9581953,17705330,15560451,19391128,7876689,9523761
14593,PR54594,8652929024,9583266,17707756,15562584,19393820,7877769,9525066
14594,PR54595,8654082048,9584579,17710182,15564717,19396512,7878848,9526371
14595,PR54596,8655235072,9585892,17712608,15566850,19399204,7879928,9527676
14596,PR54597,8656388096,9587205,17715034,15568983,19401896,7881008,9528982
14597,PR54598,8657541120,9588518,17717462,15571116,19404588,7882088,9530288
14598,PR54599,8658694144,9589832,17719890,15573249,19407282,7883168,9531594
14599,PR54600,8659847168,9591146,17722318,15575382,19409976,7884248,9532900
14600,PR54601,8661000192,9592460,17724746,15577516,19412670,7885328,9534206
14601,PR54602,8662153216,9593774,17727174,15579650,19415364,7886408,9535512
14602,PR54603,8663306240,9595088,17729602,15581784,19418058,7887488,9536818
14603,PR54604,8664459264,9596402,17732030,15583918,19420752,7888568,9538124
14604,PR54605,8665612288,9597716,17734458,15586052,19423446,7889649,9539430
14605,PR54606,8666765312,9599030,17736886,15588186,19426140,7890729,9540736
14606,PR54607,8667918336,9600344,17739314,15590321,19428834,7891810,9542042
14607,PR54608,8669071360,9601658,17741742,15592456,19431528,7892890,9543349
14608,PR54609,8670224384,9602972,17744170,15594591,19434224,7893971,9544656
14609,PR54610,8671377408,9604287,17746600,15596726,19436920,7895051,9545963
14610,PR54611,8672531456,9605602,17749030,15598861,19439616,7896132,9547270
14611,PR54612,8673685504,9606917,17751460,15600996,19442312,7897213,9548577
14612,PR54613,8674839552,9608232,17753890,15603131,19445008,7898294,9549884
14613,PR54614,8675993600,9609547,17756320,15605267,19447704,7899375,9551191
14614,PR54615,8677147648,9610862,17758750,15607403,19450400,7900456,9552498
14615,PR54616,8678301696,9612177,17761180,15609539,19453096,7901537,9553805
14616,PR54617,8679455744,9613492,17763610,15611675,19455792,7902618,9555112
14617,PR54618,8680609792,9614807,17766040,15613811,19458488,7903700,9556419
14618,PR54619,8681763840,9616122,17768470,15615947,19461186,7904781,9557727
14619,PR54620,8682917888,9617437,17770900,15618083,19463884,7905863,9559035
14620,PR54621,8684071936,9618753,17773330,15620220,19466582,7906944,9560343
14621,PR54622,8685225984,9620069,17775762,15622357,19469280,7908026,9561651
14622,PR54623,8686380032,9621385,17778194,15624494,19471978,7909107,9562959
14623,PR54624,8687534080,9622701,17780626,15626631,19474676,7910189,9564267
14624,PR54625,8688688128,9624017,17783058,15628768,19477374,7911271,9565575
14625,PR54626,8689843200,9625333,17785490,15630905,19480072,7912353,9566883
14626,PR54627,8690998272,9626649,17787922,15633042,19482770,7913435,9568191
14627,PR54628,8692153344,9627965,17790354,15635180,19485470,7914517,9569499
14628,PR54629,8693308416,9629281,17792786,15637318,19488170,7915599,9570807
14629,PR54630,8694463488,9630597,17795218,15639456,19490870,7916681,9572116
14630,PR54631,8695618560,9631913,17797650,15641594,19493570,7917764,9573425
14631,PR54632,8696773632,9633230,17800082,15643732,19496270,7918846,9574734
14632,PR54633,8697928704,9634547,17802514,15645870,19498970,7919929,9576043
14633,PR54634,8699083776,9635864,17804948,15648008,19501670,7921011,9577352
14634,PR54635,8700238848,9637181,17807382,15650147,19504370,7922094,9578661
14635,PR54636,8701393920,9638498,17809816,15652286,19507070,7923176,9579970
14636,PR54637,8702548992,9639815,17812250,15654425,19509772,7924259,9581279
14637,PR54638,8703704064,9641132,17814684,15656564,19512474,7925342,9582588
14638,PR54639,8704859136,9642449,17817118,15658703,19515176,7926425,9583897
14639,PR54640,8706015232,9643766,17819552,15660842,19517878,7927508,9585206
14640,PR54641,8707171328,9645083,17821986,15662981,19520580,7928591,9586516
